,Matches Completed At Time,Venue,Number Of Matches Completed At Venue,Host Club,Suburb Location Of Venue,Latitude,Longitude
1041,28,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
1042,28,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
1043,28,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
1044,28,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
1045,28,Ray Owen Reserve,0,Kalamunda,Lesmurdie,-32.00142326,116.0441285
1046,28,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
1047,28,Kingsway Reserve,0,Kingsway,Madeley,-31.81807322,115.8343469
1048,28,Wyong Reserve,0,Canning South Perth,Bentley,-32.01013345,115.9138305
1049,28,Clifton Park Oval,0,Canning Vale,Canning Vale,-32.09450205,115.9051224
1050,28,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
1051,28,Hamer Park,2,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
1052,28,UWA Sports Park,2,University,Mt Claremont,-31.95191389,115.7862036
1053,28,Burrendah Park,0,Willetton,Willetton,-32.05411786,115.8821643
1054,28,Atwell Reserve,0,Jandakot,Atwell,-32.14134361,115.8633754
1055,28,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
1056,28,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
1057,28,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
1058,28,Thornlie Oval,4,Thornlie,Thornlie,-32.05795567,115.9547107
1059,28,Ridgewood Park,0,Quinns District,Ridgewood,-31.66951794,115.724327
1060,28,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
1061,28,Harmony Fields,2,Maddington,Maddington,-32.05483991,116.0116379
1062,28,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
1063,28,Gosnells Oval,0,Gosnells,Gosnells,-32.07163251,115.9963124
1064,28,Cross Park,0,Roleystone,Roleystone,-32.11140919,116.0689755
1065,28,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
1066,28,Macdonald Reserve,2,Whitford,Padbury,-31.80364653,115.7583683
1067,28,Gil Fraser Oval,2,North Fremantle,North Fremantle,-32.03507899,115.7587643
1068,28,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
1069,28,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
1070,28,City Beach Oval,0,West Coast,City Beach,-31.93729191,115.7593959
1071,28,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
1072,28,Lightning Park,0,Noranda,Noranda,-31.86847639,115.9155357
1073,29,Dalkeith Oval,0,Collegians,Dalkeith,-32.00128593,115.7951273
1074,29,Heathridge Oval,0,Ocean Ridge,Heathridge,-31.76805127,115.7579837
1075,29,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
1076,29,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
1077,29,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
1078,29,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
1079,29,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
1080,29,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
1081,29,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
1082,29,Ray Owen Reserve,0,Kalamunda,Lesmurdie,-32.00142326,116.0441285
1083,29,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
1084,29,Kingsway Reserve,0,Kingsway,Madeley,-31.81807322,115.8343469
1085,29,Wyong Reserve,0,Canning South Perth,Bentley,-32.01013345,115.9138305
1086,29,Clifton Park Oval,0,Canning Vale,Canning Vale,-32.09450205,115.9051224
1087,29,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
1088,29,Hamer Park,2,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
1089,29,UWA Sports Park,2,University,Mt Claremont,-31.95191389,115.7862036
1090,29,Burrendah Park,0,Willetton,Willetton,-32.05411786,115.8821643
1091,29,Atwell Reserve,0,Jandakot,Atwell,-32.14134361,115.8633754
1092,29,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
1093,29,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
1094,29,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
1095,29,Thornlie Oval,4,Thornlie,Thornlie,-32.05795567,115.9547107
1096,29,Ridgewood Park,0,Quinns District,Ridgewood,-31.66951794,115.724327
1097,29,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
1098,29,Harmony Fields,3,Maddington,Maddington,-32.05483991,116.0116379
1099,29,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
1100,29,Gosnells Oval,0,Gosnells,Gosnells,-32.07163251,115.9963124
1101,29,Cross Park,0,Roleystone,Roleystone,-32.11140919,116.0689755
1102,29,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
1103,29,Macdonald Reserve,2,Whitford,Padbury,-31.80364653,115.7583683
1104,29,Gil Fraser Oval,2,North Fremantle,North Fremantle,-32.03507899,115.7587643
1105,29,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
1106,29,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
1107,29,City Beach Oval,0,West Coast,City Beach,-31.93729191,115.7593959
1108,29,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
1109,29,Lightning Park,0,Noranda,Noranda,-31.86847639,115.9155357
1110,30,Dalkeith Oval,0,Collegians,Dalkeith,-32.00128593,115.7951273
1111,30,Heathridge Oval,0,Ocean Ridge,Heathridge,-31.76805127,115.7579837
1112,30,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
1113,30,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
1114,30,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
1115,30,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
1116,30,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
1117,30,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
1118,30,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
1119,30,Ray Owen Reserve,0,Kalamunda,Lesmurdie,-32.00142326,116.0441285
1120,30,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
1121,30,Kingsway Reserve,0,Kingsway,Madeley,-31.81807322,115.8343469
1122,30,Wyong Reserve,0,Canning South Perth,Bentley,-32.01013345,115.9138305
1123,30,Clifton Park Oval,0,Canning Vale,Canning Vale,-32.09450205,115.9051224
1124,30,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
1125,30,Hamer Park,2,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
1126,30,UWA Sports Park,2,University,Mt Claremont,-31.95191389,115.7862036
1127,30,Burrendah Park,0,Willetton,Willetton,-32.05411786,115.8821643
1128,30,Atwell Reserve,0,Jandakot,Atwell,-32.14134361,115.8633754
1129,30,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
1130,30,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
1131,30,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
1132,30,Thornlie Oval,4,Thornlie,Thornlie,-32.05795567,115.9547107
1133,30,Ridgewood Park,0,Quinns District,Ridgewood,-31.66951794,115.724327
1134,30,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
1135,30,Harmony Fields,4,Maddington,Maddington,-32.05483991,116.0116379
1136,30,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
1137,30,Gosnells Oval,0,Gosnells,Gosnells,-32.07163251,115.9963124
1138,30,Cross Park,0,Roleystone,Roleystone,-32.11140919,116.0689755
1139,30,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
1140,30,Macdonald Reserve,2,Whitford,Padbury,-31.80364653,115.7583683
1141,30,Gil Fraser Oval,2,North Fremantle,North Fremantle,-32.03507899,115.7587643
1142,30,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
1143,30,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
1144,30,City Beach Oval,0,West Coast,City Beach,-31.93729191,115.7593959
1145,30,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
1146,30,Lightning Park,0,Noranda,Noranda,-31.86847639,115.9155357
1147,31,Dalkeith Oval,1,Collegians,Dalkeith,-32.00128593,115.7951273
1148,31,Heathridge Oval,0,Ocean Ridge,Heathridge,-31.76805127,115.7579837
1149,31,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
1150,31,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
1151,31,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
1152,31,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
1153,31,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
1154,31,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
1155,31,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
1156,31,Ray Owen Reserve,0,Kalamunda,Lesmurdie,-32.00142326,116.0441285
1157,31,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
1158,31,Kingsway Reserve,0,Kingsway,Madeley,-31.81807322,115.8343469
1159,31,Wyong Reserve,0,Canning South Perth,Bentley,-32.01013345,115.9138305
1160,31,Clifton Park Oval,0,Canning Vale,Canning Vale,-32.09450205,115.9051224
1161,31,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
1162,31,Hamer Park,2,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
1163,31,UWA Sports Park,2,University,Mt Claremont,-31.95191389,115.7862036
1164,31,Burrendah Park,0,Willetton,Willetton,-32.05411786,115.8821643
1165,31,Atwell Reserve,0,Jandakot,Atwell,-32.14134361,115.8633754
1166,31,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
1167,31,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
1168,31,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
1169,31,Thornlie Oval,4,Thornlie,Thornlie,-32.05795567,115.9547107
1170,31,Ridgewood Park,0,Quinns District,Ridgewood,-31.66951794,115.724327
1171,31,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
1172,31,Harmony Fields,4,Maddington,Maddington,-32.05483991,116.0116379
1173,31,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
1174,31,Gosnells Oval,0,Gosnells,Gosnells,-32.07163251,115.9963124
1175,31,Cross Park,0,Roleystone,Roleystone,-32.11140919,116.0689755
1176,31,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
1177,31,Macdonald Reserve,2,Whitford,Padbury,-31.80364653,115.7583683
1178,31,Gil Fraser Oval,2,North Fremantle,North Fremantle,-32.03507899,115.7587643
1179,31,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
1180,31,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
1181,31,City Beach Oval,0,West Coast,City Beach,-31.93729191,115.7593959
1182,31,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
1183,31,Lightning Park,0,Noranda,Noranda,-31.86847639,115.9155357
1184,32,Dalkeith Oval,2,Collegians,Dalkeith,-32.00128593,115.7951273
1185,32,Heathridge Oval,0,Ocean Ridge,Heathridge,-31.76805127,115.7579837
1186,32,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
1187,32,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
1188,32,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
1189,32,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
1190,32,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
1191,32,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
1192,32,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
1193,32,Ray Owen Reserve,0,Kalamunda,Lesmurdie,-32.00142326,116.0441285
1194,32,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
1195,32,Kingsway Reserve,0,Kingsway,Madeley,-31.81807322,115.8343469
1196,32,Wyong Reserve,0,Canning South Perth,Bentley,-32.01013345,115.9138305
1197,32,Clifton Park Oval,0,Canning Vale,Canning Vale,-32.09450205,115.9051224
1198,32,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
1199,32,Hamer Park,2,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
1200,32,UWA Sports Park,2,University,Mt Claremont,-31.95191389,115.7862036
1201,32,Burrendah Park,0,Willetton,Willetton,-32.05411786,115.8821643
1202,32,Atwell Reserve,0,Jandakot,Atwell,-32.14134361,115.8633754
1203,32,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
1204,32,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
1205,32,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
1206,32,Thornlie Oval,4,Thornlie,Thornlie,-32.05795567,115.9547107
1207,32,Ridgewood Park,0,Quinns District,Ridgewood,-31.66951794,115.724327
1208,32,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
1209,32,Harmony Fields,4,Maddington,Maddington,-32.05483991,116.0116379
1210,32,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
1211,32,Gosnells Oval,0,Gosnells,Gosnells,-32.07163251,115.9963124
1212,32,Cross Park,0,Roleystone,Roleystone,-32.11140919,116.0689755
1213,32,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
1214,32,Macdonald Reserve,2,Whitford,Padbury,-31.80364653,115.7583683
1215,32,Gil Fraser Oval,2,North Fremantle,North Fremantle,-32.03507899,115.7587643
1216,32,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
1217,32,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
1218,32,City Beach Oval,0,West Coast,City Beach,-31.93729191,115.7593959
1219,32,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
1220,32,Lightning Park,0,Noranda,Noranda,-31.86847639,115.9155357
1221,33,Dalkeith Oval,2,Collegians,Dalkeith,-32.00128593,115.7951273
1222,33,Heathridge Oval,0,Ocean Ridge,Heathridge,-31.76805127,115.7579837
1223,33,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
1224,33,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
1225,33,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
1226,33,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
1227,33,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
1228,33,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
1229,33,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
1230,33,Ray Owen Reserve,0,Kalamunda,Lesmurdie,-32.00142326,116.0441285
1231,33,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
1232,33,Kingsway Reserve,0,Kingsway,Madeley,-31.81807322,115.8343469
1233,33,Wyong Reserve,0,Canning South Perth,Bentley,-32.01013345,115.9138305
1234,33,Clifton Park Oval,0,Canning Vale,Canning Vale,-32.09450205,115.9051224
1235,33,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
1236,33,Hamer Park,2,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
1237,33,UWA Sports Park,2,University,Mt Claremont,-31.95191389,115.7862036
1238,33,Burrendah Park,0,Willetton,Willetton,-32.05411786,115.8821643
1239,33,Atwell Reserve,0,Jandakot,Atwell,-32.14134361,115.8633754
1240,33,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
1241,33,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
1242,33,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
1243,33,Thornlie Oval,4,Thornlie,Thornlie,-32.05795567,115.9547107
1244,33,Ridgewood Park,0,Quinns District,Ridgewood,-31.66951794,115.724327
1245,33,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
1246,33,Harmony Fields,4,Maddington,Maddington,-32.05483991,116.0116379
1247,33,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
1248,33,Gosnells Oval,0,Gosnells,Gosnells,-32.07163251,115.9963124
1249,33,Cross Park,0,Roleystone,Roleystone,-32.11140919,116.0689755
1250,33,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
1251,33,Macdonald Reserve,2,Whitford,Padbury,-31.80364653,115.7583683
1252,33,Gil Fraser Oval,3,North Fremantle,North Fremantle,-32.03507899,115.7587643
1253,33,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
1254,33,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
1255,33,City Beach Oval,0,West Coast,City Beach,-31.93729191,115.7593959
1256,33,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
1257,33,Lightning Park,0,Noranda,Noranda,-31.86847639,115.9155357
1258,34,Dalkeith Oval,2,Collegians,Dalkeith,-32.00128593,115.7951273
1259,34,Heathridge Oval,0,Ocean Ridge,Heathridge,-31.76805127,115.7579837
1260,34,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
1261,34,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
1262,34,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
1263,34,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
1264,34,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
1265,34,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
1266,34,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
1267,34,Ray Owen Reserve,0,Kalamunda,Lesmurdie,-32.00142326,116.0441285
1268,34,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
1269,34,Kingsway Reserve,0,Kingsway,Madeley,-31.81807322,115.8343469
1270,34,Wyong Reserve,0,Canning South Perth,Bentley,-32.01013345,115.9138305
1271,34,Clifton Park Oval,0,Canning Vale,Canning Vale,-32.09450205,115.9051224
1272,34,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
1273,34,Hamer Park,2,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
1274,34,UWA Sports Park,2,University,Mt Claremont,-31.95191389,115.7862036
1275,34,Burrendah Park,0,Willetton,Willetton,-32.05411786,115.8821643
1276,34,Atwell Reserve,0,Jandakot,Atwell,-32.14134361,115.8633754
1277,34,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
1278,34,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
1279,34,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
1280,34,Thornlie Oval,4,Thornlie,Thornlie,-32.05795567,115.9547107
1281,34,Ridgewood Park,0,Quinns District,Ridgewood,-31.66951794,115.724327
1282,34,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
1283,34,Harmony Fields,4,Maddington,Maddington,-32.05483991,116.0116379
1284,34,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
1285,34,Gosnells Oval,0,Gosnells,Gosnells,-32.07163251,115.9963124
1286,34,Cross Park,0,Roleystone,Roleystone,-32.11140919,116.0689755
1287,34,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
1288,34,Macdonald Reserve,2,Whitford,Padbury,-31.80364653,115.7583683
1289,34,Gil Fraser Oval,4,North Fremantle,North Fremantle,-32.03507899,115.7587643
1290,34,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
1291,34,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
1292,34,City Beach Oval,0,West Coast,City Beach,-31.93729191,115.7593959
1293,34,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
1294,34,Lightning Park,0,Noranda,Noranda,-31.86847639,115.9155357
1295,35,Dalkeith Oval,2,Collegians,Dalkeith,-32.00128593,115.7951273
1296,35,Heathridge Oval,0,Ocean Ridge,Heathridge,-31.76805127,115.7579837
1297,35,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
1298,35,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
1299,35,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
1300,35,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
1301,35,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
1302,35,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
1303,35,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
1304,35,Ray Owen Reserve,0,Kalamunda,Lesmurdie,-32.00142326,116.0441285
1305,35,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
1306,35,Kingsway Reserve,0,Kingsway,Madeley,-31.81807322,115.8343469
1307,35,Wyong Reserve,0,Canning South Perth,Bentley,-32.01013345,115.9138305
1308,35,Clifton Park Oval,0,Canning Vale,Canning Vale,-32.09450205,115.9051224
1309,35,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
1310,35,Hamer Park,2,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
1311,35,UWA Sports Park,2,University,Mt Claremont,-31.95191389,115.7862036
1312,35,Burrendah Park,0,Willetton,Willetton,-32.05411786,115.8821643
1313,35,Atwell Reserve,0,Jandakot,Atwell,-32.14134361,115.8633754
1314,35,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
1315,35,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
1316,35,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
1317,35,Thornlie Oval,5,Thornlie,Thornlie,-32.05795567,115.9547107
1318,35,Ridgewood Park,0,Quinns District,Ridgewood,-31.66951794,115.724327
1319,35,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
1320,35,Harmony Fields,4,Maddington,Maddington,-32.05483991,116.0116379
1321,35,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
1322,35,Gosnells Oval,0,Gosnells,Gosnells,-32.07163251,115.9963124
1323,35,Cross Park,0,Roleystone,Roleystone,-32.11140919,116.0689755
1324,35,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
1325,35,Macdonald Reserve,2,Whitford,Padbury,-31.80364653,115.7583683
1326,35,Gil Fraser Oval,4,North Fremantle,North Fremantle,-32.03507899,115.7587643
1327,35,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
1328,35,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
1329,35,City Beach Oval,0,West Coast,City Beach,-31.93729191,115.7593959
1330,35,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
1331,35,Lightning Park,0,Noranda,Noranda,-31.86847639,115.9155357
1332,36,Dalkeith Oval,2,Collegians,Dalkeith,-32.00128593,115.7951273
1333,36,Heathridge Oval,0,Ocean Ridge,Heathridge,-31.76805127,115.7579837
1334,36,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
1335,36,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
1336,36,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
1337,36,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
1338,36,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
1339,36,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
1340,36,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
1341,36,Ray Owen Reserve,0,Kalamunda,Lesmurdie,-32.00142326,116.0441285
1342,36,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
1343,36,Kingsway Reserve,0,Kingsway,Madeley,-31.81807322,115.8343469
1344,36,Wyong Reserve,0,Canning South Perth,Bentley,-32.01013345,115.9138305
1345,36,Clifton Park Oval,0,Canning Vale,Canning Vale,-32.09450205,115.9051224
1346,36,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
1347,36,Hamer Park,2,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
1348,36,UWA Sports Park,2,University,Mt Claremont,-31.95191389,115.7862036
1349,36,Burrendah Park,0,Willetton,Willetton,-32.05411786,115.8821643
1350,36,Atwell Reserve,0,Jandakot,Atwell,-32.14134361,115.8633754
1351,36,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
1352,36,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
1353,36,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
1354,36,Thornlie Oval,6,Thornlie,Thornlie,-32.05795567,115.9547107
1355,36,Ridgewood Park,0,Quinns District,Ridgewood,-31.66951794,115.724327
1356,36,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
1357,36,Harmony Fields,4,Maddington,Maddington,-32.05483991,116.0116379
1358,36,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
1359,36,Gosnells Oval,0,Gosnells,Gosnells,-32.07163251,115.9963124
1360,36,Cross Park,0,Roleystone,Roleystone,-32.11140919,116.0689755
1361,36,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
1362,36,Macdonald Reserve,2,Whitford,Padbury,-31.80364653,115.7583683
1363,36,Gil Fraser Oval,4,North Fremantle,North Fremantle,-32.03507899,115.7587643
1364,36,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
1365,36,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
1366,36,City Beach Oval,0,West Coast,City Beach,-31.93729191,115.7593959
1367,36,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
1368,36,Lightning Park,0,Noranda,Noranda,-31.86847639,115.9155357
1369,37,Dalkeith Oval,2,Collegians,Dalkeith,-32.00128593,115.7951273
1370,37,Heathridge Oval,0,Ocean Ridge,Heathridge,-31.76805127,115.7579837
1371,37,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
